"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"4116",7.3,0.26,0.32,1.2,0.041,29,94,0.98978,3.07,0.45,12,6
"2706",6.7,0.26,0.39,6.4,0.171,64,200,0.99562,3.19,0.38,9.4,6
"870",7.3,0.24,0.29,1.2,0.037,37,97,0.9926,3.19,0.7,10.1,6
"3007",6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6
"1713",7.9,0.18,0.37,3,0.061,25,178,0.995,3.22,0.51,10,6
"4469",6.2,0.21,0.24,1.2,0.051,31,95,0.99036,3.24,0.57,11.3,6
"4530",7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6
"4144",6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,6
"2716",7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,6
"343",6.4,0.26,0.42,9.7,0.044,30,140,0.9962,3.18,0.47,9.1,6
"4358",5.9,0.28,0.34,3.6,0.04,50,194,0.9912,3.31,0.52,11.6,6
"3904",5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5,6
"717",7.7,0.42,0.31,9.2,0.048,22,221,0.9969,3.06,0.61,9.2,6
"1211",9.2,0.28,0.41,1,0.042,14,59,0.9922,2.96,0.25,10.5,6
"3773",6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6
"1458",8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6
"1457",6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6
"1933",9.2,0.71,0.23,6.2,0.042,15,93,0.9948,2.89,0.34,10.1,6
"4360",7.2,0.34,0.2,5.8,0.062,52,203,0.99461,3.17,0.44,9.8,6
"4110",5,0.255,0.22,2.7,0.043,46,153,0.99238,3.75,0.76,11.3,6
"1865",7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,6
"150",6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6
"1487",6.2,0.15,0.49,0.9,0.033,17,51,0.9932,3.3,0.7,9.4,6
"2214",7.4,0.17,0.29,1.4,0.047,23,107,0.9939,3.52,0.65,10.4,6
"1734",8.1,0.3,0.31,1.1,0.041,49,123,0.9914,2.99,0.45,11.1,6
"4251",6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6
"3871",6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,6
"1410",7.9,0.2,0.34,1.2,0.04,29,118,0.9932,3.14,0.41,10.6,6
"1412",7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6
"3020",7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6
"3655",6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,6
"4461",6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6
"2870",6,0.17,0.29,5,0.028,25,108,0.99076,3.14,0.34,12.3,6
"1329",5.2,0.37,0.33,1.2,0.028,13,81,0.9902,3.37,0.38,11.7,6
"1175",7.2,0.26,0.26,12.7,0.036,49,214,0.9986,3.41,0.5,10,6
"3990",6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6
"2363",6.5,0.18,0.29,1.7,0.035,39,144,0.9927,3.49,0.5,10.5,6
"3042",6.2,0.33,0.41,16.8,0.037,58,173,0.99882,3.25,0.57,9.4,6
"586",7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6
"491",7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,6
"3588",6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6
"1638",8.1,0.12,0.49,1.2,0.042,43,160,0.9934,3.13,0.48,9.7,6
"416",7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6
"1718",6.8,0.27,0.32,1.5,0.044,19,142,0.9921,3.1,0.43,9.9,6
"1551",7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6
"3783",7.6,0.27,0.3,9.2,0.018,23,96,0.9938,3.08,0.29,11,6
"4592",7,0.33,0.78,9.9,0.042,21,251,0.99435,3.01,0.55,11,6
"164",7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6
"2435",8.3,0.28,0.27,17.5,0.045,48,253,1.00014,3.02,0.56,9.1,6
"4490",6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6
"1414",8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6
"19",7.4,0.34,0.42,1.1,0.033,17,171,0.9917,3.12,0.53,11.3,6
"3810",7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6
"939",6.2,0.35,0.29,7.3,0.044,56,244,0.9956,3.36,0.55,10,6
"3231",6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,6
"2660",7.1,0.15,0.34,1,0.033,27,73,0.98974,3.24,0.41,12.2,6
"3403",7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,6
"2983",7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,6
"961",7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6
"2767",6.9,0.16,0.37,1.8,0.034,36,95,0.98952,2.93,0.59,12,6
"4076",5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,6
"511",6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,6
"1535",7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6
"3642",6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6
"2153",7,0.22,0.33,2.1,0.052,15,76,0.993,3.2,0.41,10.6,6
"4069",7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6
"4086",7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,6
"2440",7.3,0.27,0.37,9.7,0.042,36,130,0.9979,3.48,0.75,9.9,6
"3125",6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6
"4207",5.9,0.32,0.2,14.4,0.05,29,144,0.99666,3.24,0.41,10.3,6
"4024",7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6
"1205",5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6
"2662",7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3,6
"4666",7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6
"4869",5.8,0.23,0.31,4.5,0.046,42,124,0.99324,3.31,0.64,10.8,6
"3862",6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6
"1304",8.2,0.2,0.36,8.1,0.035,60,163,0.9952,3.05,0.3,10.3,6
"4072",7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,6
"1499",7.7,0.27,0.49,1.8,0.041,23,86,0.9914,3.16,0.42,12.5,6
"584",7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6
"2483",6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,6
"3096",9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6
"379",5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,6
"2086",7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6
"4842",5.7,0.22,0.25,1.1,0.05,97,175,0.99099,3.44,0.62,11.1,6
"2947",5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6
"264",7.2,0.29,0.4,13.6,0.045,66,231,0.9977,3.08,0.59,9.6,6
"427",7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6
"3150",7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,6
"4570",6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,6
"4182",6.6,0.25,0.32,5.6,0.039,15,68,0.99163,2.96,0.52,11.1,6
"1835",6.4,0.21,0.3,5.6,0.044,43,160,0.9949,3.6,0.41,10.6,6
"1743",6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6
"1299",7.3,0.34,0.39,5.2,0.04,45,163,0.9925,3.3,0.47,12.4,6
"3872",6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6
"2996",6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5,6
"3437",6.9,0.24,0.23,7.1,0.041,20,97,0.99246,3.1,0.85,11.4,6
"1750",6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,6
"4547",6.5,0.2,0.31,2.1,0.033,32,95,0.989435,2.96,0.61,12,6
"2484",6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,6
"2743",8,0.23,0.28,2.7,0.048,49,165,0.9952,3.26,0.72,9.5,6
"4050",6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6
"4447",4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,6
"471",8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3,0.73,9.3,6
"3241",6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11,6
"3571",6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6
"2745",6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6
"2349",8.3,0.26,0.31,2,0.029,14,141,0.99077,2.95,0.77,12.2,6
"4874",5.7,0.21,0.32,1.6,0.03,33,122,0.99044,3.33,0.52,11.9,6
"2357",7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,6
"1569",7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,6
"4274",5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
"2509",6.6,0.26,0.25,11.6,0.045,45,178,0.99691,3.33,0.43,9.8,6
"4792",6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6
"1292",7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6
"4733",5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,6
"3641",6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6
"3863",6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6
"482",5.9,0.36,0.41,1.3,0.047,45,104,0.9917,3.33,0.51,10.6,6
"4355",6.4,0.31,0.27,7.4,0.049,48,169,0.99323,3.27,0.45,11.1,6
"3086",8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,6
"2062",6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8,6
"1425",8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6
"2216",8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,6
"4221",6,0.19,0.29,1.2,0.046,29,92,0.99033,3.22,0.53,11.3,6
"71",6.2,0.27,0.43,7.8,0.056,48,244,0.9956,3.1,0.51,9,6
"3069",6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4,6
"2720",7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6
"3123",5.6,0.18,0.27,1.7,0.03,31,103,0.98892,3.35,0.37,12.9,6
"963",7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6
"879",6.2,0.16,0.54,1.4,0.126,37,110,0.9932,3.23,0.37,8.9,6
"4817",6.1,0.41,0.2,12.6,0.032,54,136,0.99516,2.91,0.43,10.6,6
"3139",6.9,0.22,0.43,6.4,0.042,34,115,0.99293,3.05,0.51,10.8,6
"1474",7,0.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8,6
"237",7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6
"4820",5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6
"3429",6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6
"3260",7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
"2219",7.7,0.28,0.29,6.9,0.041,29,163,0.9952,3.44,0.6,10.5,6
"3360",6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6
"1813",5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6,6
"4866",6.2,0.355,0.35,2,0.046,31,95,0.98822,3.06,0.46,13.6,6
"4342",7.4,0.27,0.52,15.7,0.054,36,139,0.99788,3.04,0.62,10.0333333333333,6
"4253",6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6
"3177",7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6
"2872",6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6
"1820",6.8,0.33,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13,6
"2978",6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6
"602",7.2,0.24,0.4,1.4,0.045,31,106,0.9914,2.88,0.38,10.8,6
"2341",7.7,0.29,0.29,4.8,0.06,27,156,0.99572,3.49,0.59,10.3,6
"222",7.2,0.685,0.21,9.5,0.07,33,172,0.9971,3,0.55,9.1,6
"1927",6.3,0.22,0.57,1.4,0.208,14,96,0.9932,3.16,0.43,10,6
"3927",6.9,0.14,0.29,9.9,0.056,30,91,0.99512,3.19,0.33,9.9,6
"2682",7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,6
"3376",7.8,0.22,0.26,9,0.047,38,132,0.997,3.25,0.53,10.2,6
"975",7.1,0.13,0.38,1.8,0.046,14,114,0.9925,3.32,0.9,11.7,6
"1756",6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6
"426",7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6
"3447",7.3,0.34,0.3,9.4,0.057,34,178,0.99554,3.15,0.44,10.4,6
"4823",6.8,0.23,0.48,1.5,0.036,35,165,0.99162,3.18,0.45,11.3,6
"919",7,0.24,0.34,1.4,0.031,27,107,0.99,3.06,0.39,11.9,6
"4117",6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6
"3386",6.4,0.32,0.31,1.9,0.037,34,126,0.99,3.06,0.45,11.8,6
"2753",7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6,6
"2382",7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2,6
"3843",7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,6
"31",8.5,0.24,0.39,10.4,0.044,20,142,0.9974,3.2,0.53,10,6
"4582",6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,6
"1196",7.9,0.22,0.45,14.2,0.038,53,141,0.9992,3.03,0.46,9.2,6
"2008",5.6,0.18,0.31,1.5,0.038,16,84,0.9924,3.34,0.58,10.1,6
"4507",6.6,0.19,0.28,1.1,0.044,38,100,0.9904,3.22,0.69,11.2,6
"2957",8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12,6
"3889",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6
"2033",6.5,0.25,0.2,1.4,0.024,29,101,0.9916,3.24,0.54,10.8,6
"4313",6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6
"475",5.5,0.16,0.22,4.5,0.03,30,102,0.9938,3.24,0.36,9.4,6
"1149",7,0.17,0.37,5.7,0.025,29,111,0.9938,3.2,0.49,10.8,6
"3151",5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,6
"1695",7.7,0.12,0.32,1.4,0.06,47,150,0.9952,3.37,0.42,9.2,6
"4529",6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9,6
"1221",6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,3.33,0.44,11,6
"3342",7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5,6
"3251",6.7,0.13,0.45,4.2,0.043,52,131,0.99162,3.06,0.54,11.3,6
"3095",9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6
"1658",7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,6
"1693",7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6
"3806",8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6
"353",5.5,0.335,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6,6
"988",7.4,0.3,0.3,5.2,0.053,45,163,0.9941,3.12,0.45,10.3,6
"528",6.1,0.28,0.22,1.8,0.034,32,116,0.9898,3.36,0.44,12.6,6
"304",6,0.29,0.21,1.3,0.055,42,168,0.9914,3.32,0.43,11.1,6
"3525",5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6
"3855",5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,6
"3216",7.1,0.14,0.33,1,0.104,20,54,0.99057,3.19,0.64,11.5,6
"1539",6,0.17,0.49,1,0.034,26,106,0.992,3.21,0.42,9.8,6
"3692",7.4,0.22,0.26,8.8,0.027,23,112,0.9931,2.98,0.41,11.4,6
"1599",6.3,0.24,0.74,1.4,0.172,24,108,0.9932,3.27,0.39,9.9,6
"3227",5.7,0.2,0.3,2.5,0.046,38,125,0.99276,3.34,0.5,9.9,6
"3341",6.2,0.3,0.31,1.2,0.048,19,125,0.98999,3.32,0.54,12.6,6
"2102",6.8,0.28,0.35,2.3,0.042,16,85,0.9906,3.19,0.56,12.4,6
"2429",7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,6
"4519",9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6
"2480",6.6,0.24,0.3,13,0.052,18,143,0.99825,3.37,0.49,9.4,6
"1582",9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,6
"1417",6.6,0.23,0.26,1.3,0.045,16,128,0.9934,3.36,0.6,10,6
"2945",7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6
"409",6.3,0.14,0.39,1.2,0.044,26,116,0.992,3.26,0.53,10.3,6
"4446",5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6
"791",7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6
"902",8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,6
"1286",7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6
"538",7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6
"2321",8,0.2,0.3,8.1,0.037,42,130,0.99379,3.1,0.67,11.8,6
"3612",6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6
"2705",6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,6
"156",7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6
"1343",8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,6
"1552",6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,6
"3956",7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6
"2005",7.4,0.26,0.31,2.4,0.043,58,178,0.9941,3.42,0.68,10.6,6
"590",7,0.23,0.33,5.8,0.04,25,136,0.995,3.19,0.58,9.5,6
"1335",9,0.24,0.5,1.2,0.048,26,107,0.9918,3.21,0.34,12.4,6
"2886",6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,6
"2456",7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,6
"296",6.3,0.33,0.27,1.2,0.046,34,175,0.9934,3.37,0.54,9.4,6
"2185",6.4,0.33,0.24,9.8,0.041,29,109,0.9956,3.29,0.47,10.1,6
"3489",7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,6
"3269",7.5,0.33,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7,6
"276",6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,6
"3583",6.3,0.32,0.32,1.5,0.037,12,76,0.98993,3.3,0.46,12.3,6
"1415",5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,6
"3285",8,0.34,0.25,6.4,0.035,38,103,0.99148,2.91,0.23,12.2,6
"502",6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,6
"1784",8.7,0.45,0.4,1.5,0.067,17,100,0.9957,3.27,0.57,10.1,6
"2610",7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,6
"4178",6.4,0.25,0.33,1.7,0.037,35,113,0.99164,3.23,0.66,10.6,6
"3511",7,0.22,0.24,11,0.041,75,167,0.99508,2.98,0.56,10.5,6
"3623",7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6
"4477",6,0.2,0.38,1.3,0.034,37,104,0.98865,3.11,0.52,12.7,6
"1931",9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6
"1573",6.9,0.22,0.49,7,0.063,50,168,0.9957,3.54,0.5,10.3,6
"501",7.2,0.28,0.54,16.7,0.045,54,200,0.999,3.08,0.49,9.5,6
"754",7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6
"1994",7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,6
"4527",5.8,0.27,0.22,12.7,0.058,42,206,0.9946,3.32,0.38,12.3,6
"4718",4.8,0.225,0.38,1.2,0.074,47,130,0.99132,3.31,0.4,10.3,6
"1126",6.3,0.55,0.45,13,0.047,33,182,0.9974,3.2,0.46,9.2,6
"4683",6.8,0.32,0.33,0.7,0.027,15,66,0.9899,3.11,0.31,11.8,6
"4586",5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8,6
"1844",8.3,0.28,0.45,7.8,0.059,32,139,0.9972,3.33,0.77,11.2,6
"1193",7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6
"2239",6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,6
"3526",5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6
"1013",8.3,0.16,0.48,1.7,0.057,31,98,0.9943,3.15,0.41,10.3,6
"1312",6.3,0.23,0.22,3.75,0.039,37,116,0.9927,3.23,0.5,10.7,6
"299",7.5,0.17,0.44,11.3,0.046,65,146,0.997,3.17,0.45,10,6
"180",6.4,0.25,0.32,5.5,0.049,41,176,0.995,3.19,0.68,9.2,6
"1157",7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6
"1627",9,0.22,0.49,10.4,0.048,52,195,0.9987,3.31,0.44,10.2,6
"4475",5.7,0.25,0.22,9.8,0.049,50,125,0.99571,3.2,0.45,10.1,6
"4621",6.4,0.38,0.19,4.5,0.038,36,119,0.99151,3.07,0.42,11.2,6
"2426",7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6
"1132",6.9,0.23,0.34,4,0.047,24,128,0.9944,3.2,0.52,9.7,6
"306",7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6
"1937",9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6
"995",8.6,0.18,0.36,1.8,0.04,24,187,0.9956,3.25,0.55,9.5,6
"1276",6.2,0.22,0.27,1.5,0.064,20,132,0.9938,3.22,0.46,9.2,6
"473",6.6,0.24,0.29,2,0.023,19,86,0.99,3.25,0.45,12.5,6
"60",7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9,6
"1558",7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6
"51",7.2,0.19,0.31,1.6,0.062,31,173,0.9917,3.35,0.44,11.7,6
"1776",7.7,0.49,1,19.6,0.03,28,135,0.9973,3.24,0.4,12,6
"184",6.9,0.27,0.4,14,0.05,64,227,0.9979,3.18,0.58,9.6,6
"1837",7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6
"3012",6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,6
"1727",7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,6
"1547",6.7,0.29,0.49,4.7,0.034,35,156,0.9945,3.13,0.45,9.9,6
"4593",6.7,0.45,0.3,5.3,0.036,27,165,0.99122,3.12,0.46,12.2,6
"544",6.7,0.24,0.41,8.7,0.036,29,148,0.9952,3.22,0.62,9.9,6
"4771",6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6
"1564",7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,6
"3961",6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,6
"3146",6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
"736",6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6
"3664",6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,6
"3337",6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6
"1512",8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2,6
"4729",7.2,0.21,0.31,10.5,0.035,36,122,0.99478,3.12,0.4,10.6,6
"2200",6.6,0.25,0.42,11.3,0.049,77,231,0.9966,3.24,0.52,9.5,6
"2769",7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6
"4843",6.2,0.28,0.57,1,0.043,50,92,0.99004,3.17,0.36,11.5,6
"4722",6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,6
"799",5.4,0.18,0.24,4.8,0.041,30,113,0.99445,3.42,0.4,9.4,6
"1748",8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6
"4300",6.3,0.28,0.3,6.6,0.208,60,154,0.99478,3.1,0.4,9.4,6
"1275",8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6
"2377",7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,6
"889",7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,6
"2134",8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9,6
"4513",6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,6
"4571",5.8,0.29,0.15,1.1,0.029,12,83,0.9898,3.3,0.4,11.4,6
"3898",7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,6
